7.642,DM,track,DM,end=14.022,render_pos=100,direction=down,label=Down East Hills Main
7.642,UM,track,UM,end=14.022,render_pos=400,direction=up,label=Up East Hills Main
7.642,UM,signal,SM 672 EH,absolute,subsidiary
7.713,DM,signal,SM 401 EH,absolute,route_repeater=/
7.829,DM,speed,S7.8,gen=80,high=85
8.044,UM,signal,SM 674 EH,absolute
8.100,DL,track,DL,end=31.330,render_pos=200,direction=down,label=Down East Hills Local
8.100,UL,track,UL,end=31.330,render_pos=300,direction=up,label=Up East Hills Local
8.204,DL,signal,SM 413 SR,absolute,route_ind=M|L,shunt_route_ind=DM|DL,subsidiary
8.204,DM,signal,SM 411 EH,absolute,route_ind=M|L,shunt_route_ind=DM|DL,subsidiary
8.207,UL,signal,SM 415 SR,ground,shunt=triangular,shunt_route_ind=DM|DL|UL,facing=down,position=right
8.213,DM,speed,SP501,genX=70
8.214,UM,points,P502,b_end=8.365,b_track=UL
8.215,DM,points,P501,b_end=8.370,b_track=DL
8.216,UL,points,P500,b_end=8.269,b_track=DL
8.220,UM,speed,S8.2,gen=80,high=80
8.343,DM,speed,S8.3,gen=80
8.380,UL,speed,SP502,genX=70
8.380,UL,points,P504,b_end=8.560,b_track=UM
8.385,DL,points,P503,b_end=8.560,b_track=DM
8.388,DL,speed,SP503,genX=70
8.542,UL,signal,SM 420 EH,absolute,route_ind=E|A,shunt_route_ind=EH|AL,subsidiary
8.542,DL,signal,SM 418 EH,absolute,upper_lamps=YR,lower_lamps=YR,subsidiary=left,facing=up
8.544,DL,speed,S8.5,gen=80
8.570,UL,platform,Turella P1,end=8.722,right
8.570,DL,platform,Turella P2,end=8.722,right
8.579,UM,signal,SM 422 US,absolute,route_ind=E|A,shunt_route_ind=EH|AL,subsidiary
8.579,DM,signal,SM 416 DS,absolute,upper_lamps=YR,lower_lamps=YR,subsidiary=left,facing=up
8.618,UM,speed,SP504,genX=70
8.742,UL,signal,FIXED RED,absolute,upper_lamps=R,lower_lamps=R,facing=down
8.752,DL,signal,SM 427 DL,absolute
8.752,DM,signal,SM 425 DM,absolute
9.154,UM,signal,SM 430 UM,absolute,low_speed,feather_route_repeater=/
9.154,UL,signal,SM 428 UL,absolute,low_speed,feather_route_repeater=\
9.469,DL,signal,L 9.5
9.469,DM,signal,M 9.5
9.962,UM,signal,M 10.0
9.962,UL,signal,L 10.0
10.010,UL,platform,Bardwell Park P1,end=10.190,right
10.010,DL,platform,Bardwell Park P2,end=10.190,right
10.225,DL,signal,L 10.3
10.225,DM,signal,M 10.3
10.682,UM,signal,M 10.6
10.682,UL,signal,L 10.6
10.880,DL,signal,L 10.9
10.880,DM,signal,M 10.9
11.260,UL,signal,L 11.2
11.273,UL,signal,L 11.2 REPEATER,position=right
11.328,UM,signal,M 11.2
11.293,UL,platform,Bexley North P1,end=11.456,right
11.293,DL,platform,Bexley North P2,end=11.456,right
11.486,DL,signal,L 11.5
11.486,DM,signal,M 11.5
11.679,UM,speed,S11.6,gen=80,high=90
11.745,DM,speed,S11.7,gen=100,high=115
11.822,UM,signal,M 11.8
11.822,UL,signal,L 11.8
12.053,DL,signal,SM 435 DL,absolute
12.053,DM,signal,M 12.1
12.525,UM,signal,M 12.6
12.525,UL,signal,L 12.6
12.544,UL,platform,Kingsgrove P1,end=12.703,right
12.544,DL,platform,Kingsgrove P2,end=12.703,right
12.735,DL,signal,SM 437 DL,absolute,subsidiary,shunt_route_ind=DL|TR
12.735,DM,signal,M 12.7
12.793,DL,speed,SP508,genX=25
12.800,UL,speed,S12.8,gen=80,high=85
12.900,TB,track,TB,end=13.130,render_pos=250,direction=up,label=Turnback
12.787,DL,points,P508,b_track=TB,b_end=12.900
12.830,UL,points,P509,b_track=TB,b_end=12.900
12.935,TB,signal,SM 438 TB,shunt=triangular
12.935,TB,speed,SP509,genX=25,position=right
13.082,UM,signal,M 13.0
13.082,UL,signal,SM 440 UL,absolute,subsidiary
13.160,DL,speed,S13.1,gen=115,high=115
13.407,DL,signal,SM 443 DL,absolute
13.407,DL,signal,SM 441 DM,absolute,lower_lamps=_YR
13.747,UM,signal,M 13.8
13.747,UL,signal,SM 444 UL,absolute
14.007,DL,signal,SM 447 DL,absolute,subsidiary
14.007,DM,signal,SM 445 DM,absolute,subsidiary,upper_lamps=YR,lower_lamps=_YR
